300.0,350
600.0,50
1180.0,50
580.0,150
440.0,300
460.0,50
440.0,100
420.0,300
400.0,250
1580.0,50
380.0,50
340.0,300
300.0,150
340.0,100
360.0,50
400.0,150
260.0,50
520.0,50
260.0,50
520.0,100
260.0,50
600.0,50
1180.0,50
580.0,50
600.0,100
440.0,450
420.0,250
840.0,50
380.0,50
400.0,250
340.0,350
300.0,150
340.0,150
400.0,150
240.0,50
500.0,50
240.0,100
500.0,100
600.0,50
1180.0,50
580.0,100
600.0,50
440.0,450
420.0,300
400.0,300
380.0,50
340.0,300
300.0,150
340.0,150
400.0,150
240.0,300
600.0,50
1180.0,50
580.0,50
600.0,100
440.0,300
460.0,50
440.0,100
420.0,300
400.0,300
380.0,50
340.0,300
300.0,150
340.0,150
400.0,150
300.0,250
580.0,50
600.0,50
1180.0,50
580.0,100
600.0,50
420.0,50
440.0,100
300.0,100
440.0,50
300.0,100
440.0,100
420.0,200
300.0,50
380.0,50
400.0,200
1180.0,50
380.0,50
340.0,300
300.0,150
340.0,100
360.0,50
400.0,150
260.0,300
600.0,50
1180.0,50
580.0,100
260.0,50
440.0,200
260.0,250
400.0,50
420.0,250
400.0,300
340.0,300
360.0,50
300.0,150
340.0,150
400.0,150
240.0,300
600.0,50
1180.0,50
580.0,50
120.0,150
440.0,50
120.0,400
420.0,50
120.0,250
400.0,200
120.0,100
340.0,300
300.0,150
340.0,150
400.0,150
120.0,50
240.0,250
580.0,50
1180.0,100
580.0,100
120.0,50
440.0,150
120.0,300
420.0,150
120.0,100
380.0,50
400.0,200
1180.0,50
380.0,50
340.0,150
700.0,50
340.0,100
300.0,150
340.0,100
360.0,50
400.0,100
580.0,50
600.0,50
1180.0,50
580.0,100
1180.0,50
580.0,100
300.0,200
880.0,50
1780.0,50
880.0,200
440.0,150
820.0,50
1680.0,50
840.0,200
780.0,300
700.0,350
600.0,50
1180.0,50
700.0,300
780.0,50
520.0,100
260.0,50
520.0,150
1180.0,50
260.0,200
880.0,50
1780.0,50
880.0,150
260.0,200
820.0,50
1680.0,50
840.0,100
260.0,100
780.0,300
700.0,350
600.0,50
1180.0,50
580.0,50
700.0,250
780.0,50
500.0,100
480.0,50
500.0,150
120.0,700
820.0,50
120.0,50
840.0,50
120.0,150
780.0,300
700.0,350
600.0,50
580.0,50
700.0,250
780.0,100
120.0,550
880.0,50
1780.0,50
880.0,100
120.0,250
820.0,50
1680.0,50
840.0,200
780.0,300
680.0,50
700.0,300
600.0,50
1180.0,50
700.0,250
780.0,100
700.0,700
680.0,50
700.0,250
680.0,50
700.0,300
600.0,50
1180.0,50
580.0,150
600.0,50
580.0,650
140.0,50
700.0,750
780.0,300
820.0,50
1680.0,50
840.0,200
780.0,200
700.0,150
600.0,50
1180.0,50
700.0,250
780.0,250
260.0,100
700.0,300
120.0,50
700.0,350
120.0,50
780.0,100
120.0,50
780.0,50
120.0,100
820.0,50
120.0,50
840.0,50
120.0,150
880.0,50
1780.0,50
880.0,50
120.0,150
1060.0,100
1040.0,50
120.0,150
880.0,50
1780.0,50
880.0,150
120.0,200
1160.0,50
120.0,700
880.0,50
120.0,50
880.0,50
120.0,50
1180.0,50
120.0,50
1060.0,100
1040.0,100
120.0,1150
700.0,450
680.0,50
700.0,900
600.0,50
1180.0,50
580.0,150
600.0,100
580.0,600
140.0,50
700.0,1050
580.0,50
600.0,50
1180.0,50
580.0,50
600.0,50
260.0,50
700.0,300
1160.0,50
1180.0,150
260.0,50
1180.0,50
880.0,50
1780.0,50
880.0,50
780.0,300
1160.0,50
120.0,900
700.0,300
1060.0,50
120.0,200
780.0,50
120.0,50
780.0,250
700.0,300
660.0,300
120.0,300
520.0,150
600.0,50
1180.0,50
580.0,50
120.0,100
700.0,300
1060.0,150
120.0,2400
700.0,200
600.0,50
1180.0,50
580.0,50
700.0,200
780.0,100
1680.0,50
840.0,50
780.0,200
700.0,150
600.0,50
1180.0,50
840.0,50
1680.0,50
840.0,50
780.0,50
260.0,50
780.0,100
700.0,250
780.0,350
260.0,1000
820.0,50
1680.0,50
840.0,200
880.0,50
1780.0,50
880.0,50
1060.0,50
300.0,250
880.0,50
300.0,100
880.0,50
300.0,50
840.0,50
780.0,200
700.0,150
600.0,50
1180.0,50
580.0,50
660.0,150
700.0,250
780.0,300
880.0,50
1780.0,50
880.0,200
1060.0,100
1040.0,50
1060.0,50
2100.0,50
1040.0,50
1100.0,50
1120.0,50
140.0,50
280.0,450
820.0,50
140.0,50
840.0,50
780.0,200
700.0,150
780.0,350
280.0,600
140.0,50
280.0,250
140.0,50
340.0,200
120.0,450
440.0,50
120.0,50
440.0,100
120.0,50
700.0,350
660.0,600
600.0,50
1180.0,50
580.0,100
1180.0,50
580.0,300
660.0,600
700.0,600
780.0,450
260.0,150
660.0,600
880.0,50
300.0,550
440.0,600
880.0,50
1780.0,50
880.0,50
820.0,50
880.0,50
840.0,50
780.0,200
740.0,150
700.0,150
660.0,150
620.0,150
600.0,50
580.0,100
560.0,100
280.0,200
560.0,300
280.0,550
620.0,700
280.0,500
140.0,50
120.0,1150
700.0,200
580.0,50
1180.0,50
580.0,50
700.0,200
780.0,100
1680.0,50
840.0,50
780.0,200
700.0,150
600.0,50
1180.0,50
820.0,50
1680.0,50
840.0,50
780.0,100
260.0,50
780.0,50
700.0,250
800.0,50
700.0,100
780.0,250
260.0,950
820.0,50
1680.0,50
840.0,200
880.0,50
1780.0,50
880.0,50
1060.0,50
300.0,250
880.0,50
300.0,100
880.0,50
300.0,50
840.0,50
780.0,200
700.0,150
600.0,50
1180.0,100
660.0,150
700.0,250
780.0,300
880.0,50
1780.0,50
880.0,200
1060.0,100
1040.0,50
2100.0,100
1040.0,50
1100.0,50
1120.0,50
140.0,50
280.0,450
820.0,50
140.0,50
840.0,50
780.0,200
700.0,150
780.0,350
280.0,650
140.0,50
280.0,100
140.0,50
280.0,50
140.0,50
340.0,200
120.0,450
440.0,50
120.0,50
440.0,100
120.0,50
680.0,50
700.0,300
660.0,600
600.0,50
1180.0,50
580.0,100
1180.0,50
580.0,300
660.0,600
700.0,600
780.0,450
260.0,150
660.0,600
880.0,50
300.0,550
440.0,50
300.0,50
440.0,500
880.0,50
1780.0,50
880.0,50
820.0,50
1680.0,50
840.0,50
780.0,200
740.0,150
700.0,150
660.0,150
620.0,150
600.0,50
1180.0,50
580.0,50
560.0,100
280.0,200
560.0,300
280.0,550
620.0,700
280.0,500
180.0,50
120.0,50
240.0,450
120.0,1250
360.0,50
340.0,550
360.0,50
320.0,200
340.0,50
660.0,50
320.0,100
660.0,50
340.0,50
320.0,450
340.0,50
320.0,200
300.0,1150
340.0,200
360.0,100
340.0,50
120.0,4450
180.0,50
120.0,50
240.0,500
120.0,1200
360.0,50
340.0,700
320.0,50
340.0,100
320.0,300
340.0,50
320.0,500
340.0,100
300.0,1550
440.0,100
300.0,800
440.0,250
300.0,800
140.0,100
300.0,750
440.0,950
140.0,700
300.0,550
160.0,50
220.0,500
200.0,250
580.0,50
200.0,200
160.0,50
180.0,300
300.0,150
180.0,150
580.0,50
200.0,100
140.0,50
260.0,250
300.0,250
140.0,50
220.0,500
200.0,250
580.0,50
200.0,200
160.0,50
180.0,300
300.0,150
180.0,150
100.0,50
200.0,100
120.0,300
300.0,250
160.0,50
220.0,500
200.0,250
580.0,50
200.0,100
580.0,50
200.0,50
180.0,350
300.0,150
180.0,200
200.0,100
120.0,300
300.0,250
160.0,50
220.0,500
200.0,200
220.0,50
200.0,250
160.0,50
180.0,300
300.0,150
180.0,150
100.0,50
200.0,100
300.0,450
140.0,200
300.0,350
200.0,50
300.0,50
200.0,50
300.0,50
200.0,50
180.0,50
300.0,50
200.0,150
1380.0,50
180.0,50
220.0,50
200.0,100
180.0,100
220.0,50
200.0,150
140.0,50
180.0,50
140.0,350
580.0,650
220.0,350
700.0,100
360.0,50
700.0,50
360.0,150
580.0,50
600.0,50
580.0,200
700.0,250
580.0,100
880.0,350
700.0,150
180.0,150
1040.0,50
260.0,150
520.0,150
340.0,50
360.0,200
340.0,50
360.0,50
260.0,50
360.0,200
340.0,50
880.0,100
440.0,250
260.0,300
520.0,50
360.0,50
340.0,50
360.0,200
260.0,250
520.0,100
120.0,50
140.0,600
260.0,100
520.0,250
140.0,50
400.0,100
880.0,150
140.0,50
340.0,300
700.0,350
260.0,200
520.0,150
700.0,350
120.0,150
100.0,100
220.0,50
580.0,300
600.0,50
560.0,350
660.0,100
560.0,50
160.0,150
880.0,50
560.0,250
280.0,50
160.0,300
1100.0,150
220.0,200
160.0,350
140.0,50
80.0,100
220.0,2550
140.0,50
200.0,50
100.0,50
140.0,50
100.0,100
