440.0,900
580.0,150
140.0,250
600.0,50
580.0,200
140.0,200
440.0,400
340.0,50
360.0,50
340.0,350
300.0,400
340.0,50
360.0,50
340.0,350
520.0,450
460.0,400
440.0,300
220.0,550
320.0,50
340.0,50
320.0,1550
340.0,50
440.0,900
660.0,400
680.0,50
660.0,400
560.0,400
440.0,450
460.0,450
440.0,400
700.0,450
660.0,400
600.0,50
580.0,150
140.0,2400
440.0,850
580.0,400
600.0,50
580.0,400
700.0,450
660.0,400
600.0,50
580.0,100
140.0,300
520.0,300
140.0,50
520.0,50
460.0,350
140.0,100
440.0,400
140.0,50
520.0,300
100.0,550
460.0,1050
100.0,650
460.0,400
440.0,50
460.0,400
440.0,300
220.0,550
660.0,450
560.0,400
440.0,450
380.0,50
400.0,350
340.0,50
360.0,50
340.0,350
320.0,400
340.0,50
300.0,300
140.0,2250
440.0,850
600.0,50
580.0,150
140.0,250
580.0,250
140.0,150
440.0,450
340.0,50
360.0,50
340.0,300
280.0,50
300.0,400
340.0,50
360.0,50
340.0,350
520.0,400
460.0,450
440.0,300
220.0,550
320.0,50
340.0,50
320.0,50
340.0,50
320.0,1450
340.0,50
440.0,850
660.0,900
560.0,400
440.0,450
460.0,450
440.0,400
700.0,400
660.0,450
580.0,200
140.0,2350
440.0,900
580.0,400
600.0,50
580.0,400
700.0,400
660.0,450
580.0,150
140.0,300
520.0,250
140.0,150
460.0,350
140.0,100
440.0,350
140.0,50
520.0,300
100.0,50
520.0,50
100.0,450
460.0,1100
100.0,600
460.0,450
480.0,50
460.0,400
440.0,250
220.0,600
660.0,450
560.0,400
440.0,450
400.0,400
340.0,50
360.0,50
340.0,350
320.0,400
300.0,300
140.0,2300
440.0,850
580.0,850
440.0,450
340.0,400
300.0,450
340.0,400
520.0,450
460.0,400
480.0,50
440.0,250
220.0,600
320.0,50
340.0,50
320.0,50
340.0,50
320.0,1450
340.0,50
440.0,850
660.0,850
560.0,450
440.0,400
460.0,450
440.0,400
700.0,450
660.0,450
580.0,150
140.0,2400
440.0,850
600.0,50
580.0,800
700.0,450
660.0,450
580.0,150
140.0,250
520.0,300
140.0,50
520.0,50
140.0,50
460.0,300
140.0,100
460.0,50
440.0,400
520.0,350
100.0,50
520.0,50
100.0,400
460.0,1050
100.0,650
460.0,900
440.0,250
220.0,600
660.0,400
560.0,450
440.0,400
380.0,50
400.0,400
340.0,500
320.0,350
300.0,300
140.0,2250
420.0,50
440.0,850
580.0,850
700.0,400
660.0,450
580.0,150
140.0,300
520.0,250
140.0,150
460.0,350
140.0,100
440.0,400
520.0,300
100.0,100
520.0,100
100.0,350
460.0,1000
100.0,50
460.0,50
100.0,650
460.0,850
440.0,250
220.0,600
660.0,450
560.0,400
440.0,450
400.0,400
340.0,50
360.0,50
340.0,300
360.0,50
320.0,450
300.0,300
140.0,2800
